,unique_id,full_name,minutes,goals_scored,assists,previous_start_value,delta_value,bps,selected_by_percent,position_DEF,position_FWD,position_GK,position_MID,teams_chelsea,teams_liverpool,teams_manchestercity,teams_manchesterunited,teams_newcastleunited,teams_tottenhamhotspur,target_value
888,436-2022-23,ryansessegnon,805.0,2.0,1.0,45.0,-1.0,121.0,0.5,1,0,0,0,0,0,0,0,0,1,45.0
847,365-2022-23,jacobmurphy,1230.0,4.0,2.0,45.0,-3.0,240.0,3.2,0,0,0,1,0,0,0,0,1,0,50.0
710,147-2022-23,edouardmendy,855.0,0.0,0.0,50.0,-2.0,132.0,5.8,0,0,1,0,1,0,0,0,0,0,60.0
373,428-2020-21,robertsnodgrass,528.0,0.0,0.0,60.0,-4.0,76.0,0.1,0,0,0,1,0,0,0,0,0,0,55.0
678,97-2022-23,marcusforss,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,55.0
807,292-2022-23,konstantinostsimikas,762.0,0.0,4.0,45.0,-2.0,216.0,0.4,1,0,0,0,0,1,0,0,0,0,40.0
648,32-2022-23,calumchambers,345.0,0.0,0.0,45.0,-3.0,67.0,0.2,1,0,0,0,0,0,0,0,0,0,45.0
797,276-2022-23,joelmatip,1091.0,1.0,0.0,60.0,-1.0,216.0,0.9,1,0,0,0,0,1,0,0,0,0,50.0
460,152-2021-22,lukamilivojevic,767.0,0.0,0.0,55.0,-3.0,118.0,0.0,0,0,0,1,0,0,0,0,0,0,60.0
413,168-2021-22,lucasdigne,2440.0,0.0,4.0,55.0,-5.0,459.0,5.9,1,0,0,0,0,0,0,0,0,0,60.0
131,375-2017-18,hugolloris,3240.0,0.0,0.0,55.0,0.0,694.0,9.3,0,0,1,0,0,0,0,0,0,1,55.0
39,117-2017-18,jamestomkins,2386.0,3.0,0.0,45.0,-1.0,512.0,4.4,1,0,0,0,0,0,0,0,0,0,50.0
434,480-2021-22,waynehennessey,180.0,0.0,0.0,45.0,0.0,37.0,0.3,0,0,1,0,0,0,0,0,0,0,45.0
215,122-2020-21,callumhudson-odoi,1050.0,2.0,3.0,60.0,-3.0,239.0,0.4,0,0,0,1,1,0,0,0,0,0,60.0
555,300-2021-22,dwightgayle,34.0,0.0,0.0,55.0,-3.0,22.0,0.2,0,1,0,0,0,0,0,0,1,0,60.0
566,514-2021-22,markgillespie,0.0,0.0,0.0,40.0,-1.0,0.0,0.3,0,0,1,0,0,0,0,0,1,0,45.0
762,253-2022-23,jannikvestergaard,0.0,0.0,0.0,40.0,-2.0,0.0,4.9,1,0,0,0,0,0,0,0,0,0,50.0
474,170-2021-22,jordanpickford,3150.0,0.0,0.0,50.0,-2.0,624.0,6.3,0,0,1,0,0,0,0,0,0,0,50.0
456,147-2021-22,jamestomkins,545.0,1.0,0.0,45.0,-2.0,97.0,0.1,1,0,0,0,0,0,0,0,0,0,45.0
811,499-2022-23,bendavies,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,45.0
260,223-2020-21,dannyward,0.0,0.0,0.0,45.0,-2.0,0.0,0.2,0,0,1,0,0,0,0,0,0,0,45.0
35,113-2017-18,michybatshuayi,351.0,2.0,1.0,85.0,-4.0,77.0,0.5,0,1,0,0,1,0,0,0,0,0,90.0
309,506-2020-21,callumwilson,2081.0,12.0,6.0,65.0,0.0,409.0,5.1,0,1,0,0,0,0,0,0,1,0,80.0
276,246-2020-21,joelmatip,690.0,1.0,2.0,55.0,-1.0,194.0,0.4,1,0,0,0,0,1,0,0,0,0,55.0
636,445-2021-22,fabiosilva,562.0,0.0,1.0,60.0,-4.0,43.0,0.4,0,1,0,0,0,0,0,0,0,0,55.0
654,40-2022-23,olliewatkins,3129.0,15.0,8.0,75.0,-2.0,550.0,12.8,0,1,0,0,0,0,0,0,0,0,75.0
622,417-2021-22,arthurmasuaku,645.0,1.0,1.0,45.0,-1.0,145.0,0.1,1,0,0,0,0,0,0,0,0,0,45.0
393,459-2020-21,conorcoady,3303.0,1.0,0.0,50.0,-1.0,606.0,6.3,1,0,0,0,0,0,0,0,0,0,50.0
856,354-2022-23,chriswood,807.0,3.0,0.0,60.0,-4.0,163.0,0.5,0,1,0,0,0,0,0,0,0,0,70.0
107,280-2017-18,anthonymartial,1572.0,9.0,6.0,80.0,-2.0,403.0,2.6,0,1,0,0,0,0,0,1,0,0,95.0
862,21-2022-23,ainsleymaitland-niles,1400.0,0.0,1.0,50.0,-2.0,202.0,0.0,0,0,0,1,0,0,0,0,0,0,55.0
524,222-2021-22,jordanhenderson,2592.0,2.0,5.0,50.0,-1.0,507.0,1.8,0,0,0,1,0,1,0,0,0,0,55.0
784,227-2022-23,patrickbamford,1510.0,4.0,5.0,75.0,-4.0,157.0,0.4,0,1,0,0,0,0,0,0,0,0,80.0
47,133-2017-18,connorwickham,0.0,0.0,0.0,55.0,-1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,60.0
203,55-2020-21,dalestephens,257.0,0.0,0.0,45.0,-3.0,33.0,3.1,0,0,0,1,0,0,0,0,0,0,45.0
844,361-2022-23,dwightgayle,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,55.0
631,428-2021-22,willyboly,900.0,0.0,0.0,50.0,-1.0,165.0,0.1,1,0,0,0,0,0,0,0,0,0,55.0
21,74-2017-18,tomheaton,305.0,0.0,0.0,50.0,-3.0,48.0,1.7,0,0,1,0,0,0,0,0,0,0,45.0
402,11-2021-22,seadkolasinac,91.0,0.0,0.0,45.0,-3.0,6.0,0.1,1,0,0,0,0,0,0,0,0,0,50.0
83,228-2017-18,adamlallana,234.0,0.0,0.0,75.0,-2.0,37.0,0.3,0,0,0,1,0,1,0,0,0,0,70.0
130,449-2017-18,andréayew,1834.0,3.0,5.0,70.0,-2.0,249.0,1.0,0,0,0,1,0,0,0,0,0,0,75.0
415,53-2021-22,adamlallana,1559.0,0.0,1.0,55.0,-2.0,240.0,0.1,0,0,0,1,0,0,0,0,0,0,65.0
741,187-2022-23,jean-philippegbamin,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,45.0
697,131-2022-23,rossbarkley,0.0,0.0,0.0,50.0,-1.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,55.0
286,261-2020-21,nabykeita,517.0,0.0,0.0,55.0,-3.0,78.0,0.2,0,0,0,1,0,1,0,0,0,0,60.0
123,326-2017-18,charlieaustin,1024.0,7.0,1.0,65.0,-7.0,215.0,1.4,0,1,0,0,0,0,0,0,0,0,65.0
33,98-2017-18,garycahill,2082.0,0.0,0.0,65.0,-3.0,447.0,3.0,1,0,0,0,1,0,0,0,0,0,60.0
890,439-2022-23,japhettanganga,145.0,0.0,0.0,40.0,-2.0,32.0,2.5,1,0,0,0,0,0,0,0,0,1,45.0
516,194-2021-22,robinkoch,1572.0,0.0,0.0,45.0,-2.0,186.0,0.1,1,0,0,0,0,0,0,0,0,0,45.0
19,50-2017-18,lysmousset,581.0,2.0,0.0,50.0,-1.0,106.0,0.2,0,1,0,0,0,0,0,0,0,0,55.0
845,362-2022-23,pauldummett,0.0,0.0,0.0,40.0,-1.0,0.0,0.3,1,0,0,0,0,0,0,0,1,0,45.0
219,125-2020-21,garycahill,1800.0,1.0,1.0,45.0,0.0,308.0,0.2,1,0,0,0,0,0,0,0,0,0,45.0
912,484-2022-23,maxkilman,3307.0,0.0,1.0,45.0,-2.0,622.0,3.1,1,0,0,0,0,0,0,0,0,0,45.0
481,482-2021-22,androstownsend,1452.0,3.0,2.0,55.0,-3.0,252.0,2.1,0,0,0,1,0,0,0,0,0,0,60.0
356,389-2020-21,sergeaurier,1605.0,2.0,3.0,55.0,-3.0,370.0,1.5,1,0,0,0,0,0,0,0,0,1,50.0
661,538-2022-23,ashleyyoung,2031.0,1.0,0.0,45.0,-2.0,388.0,0.8,1,0,0,0,0,0,0,0,0,0,50.0
224,130-2020-21,jamesmcarthur,1465.0,0.0,2.0,55.0,-3.0,228.0,0.1,0,0,0,1,0,0,0,0,0,0,55.0
759,250-2022-23,ryanbertrand,0.0,0.0,0.0,40.0,-1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,50.0
92,246-2017-18,fabiandelph,1740.0,1.0,2.0,45.0,0.0,398.0,0.5,0,0,0,1,0,0,1,0,0,0,50.0
151,421-2017-18,benfoster,3330.0,0.0,0.0,45.0,-2.0,635.0,9.4,0,0,1,0,0,0,0,0,0,0,45.0
896,30-2022-23,dannyings,1579.0,8.0,2.0,70.0,-7.0,317.0,1.4,0,1,0,0,0,0,0,0,0,0,80.0
317,347-2020-21,endastevens,2700.0,0.0,1.0,55.0,-5.0,361.0,0.8,1,0,0,0,0,0,0,0,0,0,50.0
448,137-2021-22,christianpulisic,1282.0,6.0,2.0,80.0,-1.0,206.0,0.7,0,0,0,1,1,0,0,0,0,0,85.0
803,286-2022-23,josephgomez,1461.0,0.0,0.0,45.0,-2.0,337.0,0.8,1,0,0,0,0,1,0,0,0,0,50.0
745,191-2022-23,dominiccalvert-lewin,1166.0,2.0,1.0,80.0,-1.0,89.0,0.3,0,1,0,0,0,0,0,0,0,0,80.0
522,552-2021-22,adamforshaw,1526.0,0.0,1.0,45.0,0.0,204.0,0.1,0,0,0,1,0,0,0,0,0,0,50.0
279,249-2020-21,robertofirmino,2837.0,9.0,8.0,95.0,-4.0,615.0,5.7,0,1,0,0,0,1,0,0,0,0,95.0
583,346-2021-22,nathantella,802.0,0.0,2.0,50.0,-3.0,81.0,0.0,0,0,0,1,0,0,0,0,0,0,45.0
764,255-2022-23,jamievardy,1841.0,3.0,5.0,95.0,-4.0,206.0,2.3,0,1,0,0,0,0,0,0,0,0,105.0
604,369-2021-22,stevenbergwijn,548.0,3.0,2.0,60.0,-1.0,138.0,0.4,0,0,0,1,0,0,0,0,0,1,75.0
349,523-2020-21,fraserforster,720.0,0.0,0.0,40.0,0.0,147.0,7.0,0,0,1,0,0,0,0,0,0,0,45.0
374,446-2020-21,gradydiangana,1230.0,1.0,0.0,55.0,-5.0,113.0,0.2,0,0,0,1,0,0,0,0,0,0,45.0
400,6-2021-22,alexandrelacazette,1773.0,4.0,8.0,85.0,-4.0,295.0,3.1,0,1,0,0,0,0,0,0,0,0,85.0
704,141-2022-23,trevohchalobah,1601.0,0.0,0.0,50.0,-6.0,318.0,0.6,1,0,0,0,1,0,0,0,0,0,50.0
257,219-2020-21,jonnyevans,2473.0,2.0,2.0,55.0,1.0,536.0,1.4,1,0,0,0,0,0,0,0,0,0,50.0
851,372-2022-23,jamallewis,9.0,0.0,0.0,45.0,-1.0,6.0,0.1,1,0,0,0,0,0,0,0,1,0,45.0
72,209-2017-18,jamievardy,3248.0,20.0,2.0,85.0,3.0,674.0,21.7,0,1,0,0,0,0,0,0,0,0,100.0
195,64-2020-21,florinandone,0.0,0.0,0.0,50.0,-2.0,0.0,0.1,0,1,0,0,0,0,0,0,0,0,50.0
483,502-2021-22,jonjoekenny,1015.0,0.0,1.0,45.0,-2.0,147.0,0.1,1,0,0,0,0,0,0,0,0,0,45.0
855,349-2022-23,jonjoshelvey,573.0,0.0,0.0,50.0,-2.0,67.0,0.0,0,0,0,1,0,0,0,0,0,0,55.0
137,386-2017-18,eriklamela,826.0,2.0,4.0,65.0,-2.0,186.0,0.1,0,0,0,1,0,0,0,0,0,1,70.0
494,205-2021-22,jamievardy,1801.0,15.0,3.0,105.0,-2.0,480.0,12.0,0,1,0,0,0,0,0,0,0,0,100.0
772,265-2022-23,wilfredndidi,1672.0,0.0,0.0,50.0,-2.0,257.0,0.2,0,0,0,1,0,0,0,0,0,0,50.0
550,295-2021-22,martindubravka,2340.0,0.0,0.0,45.0,-1.0,465.0,2.8,0,0,1,0,0,0,0,0,1,0,50.0
462,154-2021-22,wilfriedzaha,2759.0,14.0,2.0,70.0,-1.0,422.0,8.5,0,0,0,1,0,0,0,0,0,0,70.0
201,73-2020-21,matthewclarke,0.0,0.0,0.0,45.0,-1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,45.0
312,262-2020-21,rhianbrewster,1113.0,0.0,0.0,45.0,-3.0,87.0,5.0,0,1,0,0,0,0,0,0,0,0,45.0
290,321-2020-21,jonjoshelvey,2616.0,1.0,3.0,55.0,-2.0,377.0,0.2,0,0,0,1,0,0,0,0,1,0,50.0
189,53-2020-21,glennmurray,0.0,0.0,0.0,50.0,-2.0,0.0,0.1,0,1,0,0,0,0,0,0,0,0,60.0
763,254-2022-23,dannyward,2340.0,0.0,0.0,40.0,-2.0,485.0,18.4,0,0,1,0,0,0,0,0,0,0,40.0
112,288-2017-18,deandreyedlin,2842.0,0.0,2.0,45.0,0.0,467.0,1.7,1,0,0,0,0,0,0,0,1,0,45.0
183,19-2020-21,lucastorreira,0.0,0.0,0.0,50.0,-3.0,0.0,0.1,0,0,0,1,0,0,0,0,0,0,50.0
152,423-2017-18,jonnyevans,2269.0,2.0,2.0,50.0,-1.0,455.0,1.0,1,0,0,0,0,0,0,0,0,0,45.0
824,330-2022-23,harrymaguire,762.0,0.0,0.0,50.0,-3.0,201.0,0.4,1,0,0,0,0,0,0,1,0,0,55.0
325,357-2020-21,olivermcburnie,1316.0,1.0,2.0,60.0,-4.0,101.0,0.2,0,1,0,0,0,0,0,0,0,0,60.0
703,140-2022-23,christianpulisic,805.0,1.0,1.0,60.0,-4.0,102.0,0.4,0,0,0,1,1,0,0,0,0,0,80.0
44,126-2017-18,wilfriedzaha,2549.0,9.0,7.0,70.0,1.0,404.0,10.6,0,0,0,1,0,0,0,0,0,0,55.0
444,133-2021-22,andreaschristensen,1494.0,0.0,0.0,50.0,-4.0,343.0,1.4,1,0,0,0,1,0,0,0,0,0,50.0
787,230-2022-23,robinkoch,3175.0,0.0,0.0,45.0,0.0,447.0,0.2,1,0,0,0,0,0,0,0,0,0,45.0
6,23-2017-18,granitxhaka,3259.0,1.0,8.0,55.0,-4.0,593.0,7.0,0,0,0,1,0,0,0,0,0,0,55.0
250,169-2020-21,moisekean,13.0,0.0,0.0,60.0,-3.0,1.0,0.2,0,1,0,0,0,0,0,0,0,0,70.0
823,162-2022-23,jackbutland,0.0,0.0,0.0,45.0,-1.0,0.0,0.1,0,0,1,0,0,0,0,1,0,0,45.0
75,19-2017-18,alexoxlade-chamberlain,1718.0,3.0,7.0,60.0,-5.0,423.0,2.2,0,0,0,1,0,1,0,0,0,0,60.0
512,188-2021-22,stuartdallas,2920.0,1.0,1.0,55.0,-6.0,473.0,2.7,0,0,0,1,0,0,0,0,0,0,45.0
391,456-2020-21,ryanbennett,0.0,0.0,0.0,45.0,-1.0,0.0,0.1,1,0,0,0,0,0,0,0,0,0,50.0
895,447-2022-23,danescarlett,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,45.0
432,102-2021-22,dalestephens,123.0,0.0,0.0,45.0,-1.0,11.0,0.0,0,0,0,1,0,0,0,0,0,0,45.0
68,200-2017-18,marcalbrighton,2533.0,2.0,8.0,55.0,0.0,458.0,2.2,0,0,0,1,0,0,0,0,0,0,55.0
167,450-2017-18,marknoble,2400.0,4.0,0.0,55.0,-2.0,461.0,0.3,0,0,0,1,0,0,0,0,0,0,65.0
730,169-2022-23,eberechieze,2631.0,10.0,5.0,55.0,2.0,580.0,12.8,0,0,0,1,0,0,0,0,0,0,60.0
554,299-2021-22,jamaallascelles,2055.0,1.0,1.0,45.0,-1.0,284.0,0.2,1,0,0,0,0,0,0,0,1,0,45.0
366,406-2020-21,juanfoyth,0.0,0.0,0.0,45.0,-2.0,0.0,0.1,1,0,0,0,0,0,0,0,0,1,50.0
345,377-2020-21,cheadams,2662.0,9.0,7.0,60.0,-3.0,443.0,4.1,0,1,0,0,0,0,0,0,0,0,60.0
584,347-2021-22,williamsmallbone,132.0,0.0,0.0,45.0,0.0,25.0,0.0,0,0,0,1,0,0,0,0,0,0,45.0
535,239-2021-22,nabykeita,1169.0,3.0,2.0,50.0,0.0,262.0,0.2,0,0,0,1,0,1,0,0,0,0,55.0
398,1-2021-22,berndleno,360.0,0.0,0.0,50.0,-5.0,69.0,0.8,0,0,1,0,0,0,0,0,0,0,50.0
185,22-2020-21,edwardnketiah,411.0,2.0,1.0,60.0,-7.0,120.0,0.5,0,1,0,0,0,0,0,0,0,0,45.0
348,382-2020-21,moussadjenepo,1229.0,1.0,2.0,55.0,-1.0,140.0,0.1,0,0,0,1,0,0,0,0,0,0,55.0
615,408-2021-22,lukaszfabianski,3330.0,0.0,0.0,50.0,0.0,661.0,2.8,0,0,1,0,0,0,0,0,0,0,50.0
211,118-2020-21,tammyabraham,1031.0,6.0,2.0,75.0,-4.0,224.0,2.0,0,1,0,0,1,0,0,0,0,0,70.0
579,341-2021-22,jamesward-prowse,3215.0,10.0,5.0,65.0,-1.0,769.0,5.3,0,0,0,1,0,0,0,0,0,0,60.0
502,215-2021-22,harveybarnes,2095.0,6.0,12.0,70.0,-5.0,377.0,4.2,0,0,0,1,0,0,0,0,0,0,70.0
537,244-2021-22,curtisjones,849.0,1.0,1.0,50.0,0.0,177.0,0.1,0,0,0,1,0,1,0,0,0,0,45.0
196,65-2020-21,solomonmarch,1670.0,2.0,2.0,50.0,-1.0,283.0,0.4,0,0,0,1,0,0,0,0,0,0,50.0
175,6-2020-21,alexandrelacazette,1916.0,13.0,3.0,85.0,-1.0,452.0,4.3,0,1,0,0,0,0,0,0,0,0,95.0
