,unique_id,full_name,position,teams,minutes,goals_scored,assists,bps,selected_by_percent,previous_start_value,delta_value,target_value
0,7-2017-18,héctorbellerín,DEF,arsenal,3050.0,2.0,4.0,656.0,10.3,60.0,-1.0,65.0
1,11-2017-18,robholding,DEF,arsenal,819.0,0.0,1.0,196.0,0.7,50.0,-6.0,45.0
2,16-2017-18,mesutözil,MID,arsenal,2161.0,4.0,9.0,506.0,2.1,95.0,-2.0,95.0
3,18-2017-18,aaronramsey,MID,arsenal,1844.0,7.0,10.0,503.0,4.5,70.0,-2.0,80.0
4,21-2017-18,alexiwobi,MID,arsenal,1827.0,3.0,5.0,426.0,1.0,55.0,-4.0,60.0
5,22-2017-18,mohamedelneny,MID,arsenal,865.0,0.0,1.0,156.0,3.0,45.0,-3.0,50.0
6,23-2017-18,granitxhaka,MID,arsenal,3259.0,1.0,8.0,593.0,7.0,55.0,-4.0,55.0
7,24-2017-18,jackwilshere,MID,arsenal,1185.0,1.0,3.0,236.0,0.7,55.0,-5.0,60.0
8,26-2017-18,dannywelbeck,FWD,arsenal,1178.0,5.0,2.0,249.0,1.2,75.0,-2.0,75.0
9,480-2017-18,calumchambers,DEF,arsenal,864.0,0.0,0.0,171.0,0.4,50.0,-3.0,45.0
10,33-2017-18,stevecook,DEF,bournemouth,2764.0,2.0,1.0,495.0,1.1,50.0,-4.0,50.0
11,35-2017-18,adamsmith,DEF,bournemouth,2067.0,1.0,3.0,376.0,0.4,50.0,-2.0,45.0
12,36-2017-18,tyronemings,DEF,bournemouth,201.0,0.0,0.0,40.0,0.2,45.0,-3.0,45.0
13,38-2017-18,nathanaké,DEF,bournemouth,3352.0,2.0,3.0,642.0,6.1,50.0,0.0,45.0
14,39-2017-18,harryarter,MID,bournemouth,959.0,1.0,0.0,156.0,0.3,50.0,-3.0,50.0
15,42-2017-18,juniorstanislas,MID,bournemouth,1285.0,5.0,3.0,285.0,0.3,60.0,-3.0,55.0
16,43-2017-18,dangosling,MID,bournemouth,1941.0,2.0,1.0,254.0,0.1,50.0,-2.0,50.0
17,46-2017-18,lewiscook,MID,bournemouth,2234.0,0.0,2.0,337.0,1.2,45.0,-2.0,45.0
18,48-2017-18,callumwilson,FWD,bournemouth,1981.0,8.0,2.0,282.0,4.5,60.0,-4.0,65.0
19,50-2017-18,lysmousset,FWD,bournemouth,581.0,2.0,0.0,106.0,0.2,50.0,-1.0,55.0
20,51-2017-18,joshuaking,FWD,bournemouth,2450.0,8.0,4.0,381.0,1.9,75.0,-5.0,55.0
21,74-2017-18,tomheaton,GK,burnley,305.0,0.0,0.0,48.0,1.7,50.0,-3.0,45.0
22,76-2017-18,matthewlowton,DEF,burnley,2295.0,0.0,3.0,450.0,4.9,45.0,-1.0,45.0
23,77-2017-18,benmee,DEF,burnley,2610.0,0.0,0.0,491.0,7.3,45.0,4.0,45.0
24,79-2017-18,jamestarkowski,DEF,burnley,2790.0,0.0,1.0,539.0,5.1,45.0,1.0,40.0
25,90-2017-18,jackcork,MID,burnley,3420.0,2.0,1.0,533.0,3.6,45.0,0.0,50.0
26,93-2017-18,ashleybarnes,FWD,burnley,2150.0,9.0,0.0,290.0,3.2,55.0,-2.0,45.0
27,153-2017-18,aaronlennon,MID,burnley,1906.0,0.0,4.0,204.0,0.2,55.0,-1.0,60.0
28,334-2017-18,philbardsley,DEF,burnley,1125.0,0.0,0.0,193.0,0.3,45.0,-5.0,45.0
29,469-2017-18,nickpope,GK,burnley,3114.0,0.0,0.0,701.0,10.1,45.0,5.0,40.0
30,25-2017-18,oliviergiroud,FWD,chelsea,981.0,7.0,1.0,273.0,3.7,85.0,-1.0,90.0
31,96-2017-18,willycaballero,GK,chelsea,270.0,0.0,0.0,54.0,0.1,50.0,-2.0,50.0
32,97-2017-18,césarazpilicueta,DEF,chelsea,3330.0,2.0,6.0,913.0,21.0,65.0,4.0,60.0
33,98-2017-18,garycahill,DEF,chelsea,2082.0,0.0,0.0,447.0,3.0,65.0,-3.0,60.0
34,111-2017-18,n'golokanté,MID,chelsea,2994.0,1.0,2.0,655.0,11.7,50.0,-1.0,50.0
35,113-2017-18,michybatshuayi,FWD,chelsea,351.0,2.0,1.0,77.0,0.5,85.0,-4.0,90.0
36,149-2017-18,rossbarkley,MID,chelsea,129.0,0.0,0.0,11.0,0.2,75.0,-2.0,75.0
37,108-2017-18,rubenloftus-cheek,MID,crystalpalace,1871.0,2.0,5.0,337.0,3.5,45.0,-1.0,55.0
38,115-2017-18,waynehennessey,GK,crystalpalace,2430.0,0.0,0.0,506.0,3.1,45.0,-1.0,45.0
39,117-2017-18,jamestomkins,DEF,crystalpalace,2386.0,3.0,0.0,512.0,4.4,45.0,-1.0,50.0
40,118-2017-18,scottdann,DEF,crystalpalace,1434.0,1.0,0.0,211.0,0.3,50.0,-4.0,55.0
41,119-2017-18,joelward,DEF,crystalpalace,1613.0,0.0,1.0,276.0,0.2,50.0,-3.0,50.0
42,120-2017-18,martinkelly,DEF,crystalpalace,1193.0,0.0,0.0,185.0,0.6,45.0,-4.0,45.0
43,123-2017-18,jeffreyschlupp,MID,crystalpalace,1742.0,0.0,2.0,281.0,0.2,50.0,-3.0,50.0
44,126-2017-18,wilfriedzaha,MID,crystalpalace,2549.0,9.0,7.0,404.0,10.6,70.0,1.0,55.0
45,127-2017-18,jamesmcarthur,MID,crystalpalace,2425.0,5.0,2.0,416.0,4.7,45.0,-1.0,50.0
46,131-2017-18,androstownsend,MID,crystalpalace,3120.0,2.0,9.0,552.0,1.4,60.0,-4.0,65.0
47,133-2017-18,connorwickham,FWD,crystalpalace,0.0,0.0,0.0,0.0,0.0,55.0,-1.0,60.0
48,134-2017-18,christianbenteke,FWD,crystalpalace,2234.0,3.0,7.0,174.0,2.5,80.0,-5.0,75.0
49,221-2017-18,mamadousakho,DEF,crystalpalace,1597.0,1.0,2.0,405.0,1.0,50.0,-4.0,50.0
50,269-2017-18,timothyfosu-mensah,DEF,crystalpalace,1592.0,0.0,0.0,279.0,1.0,45.0,-1.0,45.0
51,15-2017-18,theowalcott,MID,everton,1214.0,3.0,3.0,226.0,2.1,75.0,-9.0,75.0
52,135-2017-18,jordanpickford,GK,everton,3420.0,0.0,0.0,724.0,8.3,50.0,-1.0,40.0
53,136-2017-18,joelrobles,GK,everton,0.0,0.0,0.0,0.0,0.2,45.0,-3.0,50.0
54,139-2017-18,seamuscoleman,DEF,everton,1035.0,0.0,1.0,198.0,0.5,65.0,-1.0,55.0
55,140-2017-18,philjagielka,DEF,everton,2063.0,0.0,0.0,415.0,2.7,50.0,-3.0,50.0
56,144-2017-18,masonholgate,DEF,everton,1183.0,0.0,0.0,214.0,1.0,45.0,-5.0,45.0
57,146-2017-18,michaelkeane,DEF,everton,2559.0,0.0,1.0,513.0,5.1,55.0,-2.0,50.0
58,150-2017-18,jamesmccarthy,MID,everton,204.0,0.0,0.0,41.0,0.0,50.0,-1.0,50.0
59,155-2017-18,idrissagueye,MID,everton,2749.0,2.0,2.0,552.0,0.9,50.0,-2.0,50.0
60,156-2017-18,tomdavies,MID,everton,1892.0,2.0,2.0,223.0,0.4,55.0,-4.0,45.0
61,359-2017-18,gylfisigurdsson,MID,everton,2257.0,4.0,4.0,396.0,1.9,85.0,-5.0,75.0
62,189-2017-18,kasperschmeichel,GK,leicestercity,2965.0,0.0,0.0,592.0,4.1,50.0,1.0,50.0
63,191-2017-18,wesmorgan,DEF,leicestercity,2817.0,0.0,0.0,390.0,2.9,45.0,-1.0,50.0
64,192-2017-18,christianfuchs,DEF,leicestercity,1917.0,0.0,1.0,370.0,1.9,50.0,-3.0,55.0
65,196-2017-18,benjaminchilwell,DEF,leicestercity,1848.0,0.0,2.0,381.0,3.1,45.0,-1.0,45.0
66,198-2017-18,harrymaguire,DEF,leicestercity,3420.0,2.0,4.0,716.0,10.9,50.0,5.0,45.0
67,199-2017-18,riyadmahrez,MID,leicestercity,2948.0,12.0,13.0,682.0,8.2,85.0,2.0,95.0
68,200-2017-18,marcalbrighton,MID,leicestercity,2533.0,2.0,8.0,458.0,2.2,55.0,0.0,55.0
69,203-2017-18,demaraigray,MID,leicestercity,1683.0,3.0,3.0,308.0,0.6,55.0,-2.0,50.0
70,204-2017-18,danielamartey,DEF,leicestercity,486.0,0.0,0.0,53.0,0.2,45.0,-2.0,45.0
71,205-2017-18,nampalysmendy,MID,leicestercity,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0
72,209-2017-18,jamievardy,FWD,leicestercity,3248.0,20.0,2.0,674.0,21.7,85.0,3.0,100.0
73,258-2017-18,kelechiiheanacho,FWD,leicestercity,818.0,3.0,4.0,171.0,0.8,70.0,-5.0,70.0
74,473-2017-18,eldinjakupovic,GK,leicestercity,180.0,0.0,0.0,36.0,0.1,45.0,-3.0,40.0
75,19-2017-18,alexoxlade-chamberlain,MID,liverpool,1718.0,3.0,7.0,423.0,2.2,60.0,-5.0,60.0
76,214-2017-18,loriskarius,GK,liverpool,1710.0,0.0,0.0,382.0,1.9,50.0,-1.0,50.0
77,217-2017-18,nathanielclyne,DEF,liverpool,173.0,0.0,0.0,25.0,0.3,55.0,-2.0,55.0
78,218-2017-18,josephgomez,DEF,liverpool,1901.0,0.0,2.0,480.0,2.2,45.0,0.0,50.0
79,219-2017-18,joelmatip,DEF,liverpool,1995.0,1.0,0.0,470.0,1.7,55.0,-1.0,55.0
80,222-2017-18,jamesmilner,MID,liverpool,1759.0,0.0,3.0,459.0,2.5,65.0,-5.0,65.0
81,223-2017-18,trentalexander-arnold,DEF,liverpool,1573.0,1.0,2.0,385.0,5.5,45.0,-1.0,45.0
82,225-2017-18,jordanhenderson,MID,liverpool,2169.0,1.0,1.0,382.0,1.2,55.0,-2.0,65.0
83,228-2017-18,adamlallana,MID,liverpool,234.0,0.0,0.0,37.0,0.3,75.0,-2.0,70.0
84,230-2017-18,sadiomané,MID,liverpool,2189.0,10.0,8.0,499.0,8.5,95.0,-1.0,90.0
85,232-2017-18,georginiowijnaldum,MID,liverpool,2381.0,1.0,2.0,406.0,2.2,70.0,-4.0,80.0
86,235-2017-18,robertofirmino,FWD,liverpool,2760.0,15.0,8.0,758.0,36.1,85.0,10.0,85.0
87,237-2017-18,dannyings,FWD,liverpool,262.0,1.0,1.0,53.0,0.2,55.0,-1.0,60.0
88,238-2017-18,divockorigi,FWD,liverpool,9.0,0.0,0.0,3.0,0.2,75.0,-1.0,70.0
89,475-2017-18,andrewrobertson,DEF,liverpool,1940.0,1.0,5.0,514.0,7.4,50.0,0.0,45.0
90,242-2017-18,johnstones,DEF,manchestercity,1301.0,0.0,0.0,334.0,3.1,55.0,-2.0,50.0
91,245-2017-18,nicolásotamendi,DEF,manchestercity,2966.0,4.0,0.0,742.0,25.8,55.0,9.0,60.0
92,246-2017-18,fabiandelph,MID,manchestercity,1740.0,1.0,2.0,398.0,0.5,45.0,0.0,50.0
93,247-2017-18,raheemsterling,MID,manchestercity,2584.0,18.0,17.0,701.0,27.6,80.0,11.0,80.0
94,253-2017-18,ilkaygündogan,MID,manchestercity,1504.0,4.0,2.0,376.0,2.3,55.0,-1.0,55.0
95,257-2017-18,sergioagüero,FWD,manchestercity,1960.0,21.0,6.0,740.0,10.7,115.0,0.0,130.0
96,379-2017-18,kylewalker,DEF,manchestercity,2784.0,0.0,6.0,691.0,12.3,65.0,1.0,55.0
97,107-2017-18,nemanjamatic,MID,manchesterunited,3117.0,1.0,1.0,576.0,9.1,50.0,-3.0,50.0
98,261-2017-18,sergioromero,GK,manchesterunited,90.0,0.0,0.0,26.0,0.7,50.0,-3.0,50.0
99,263-2017-18,chrissmalling,DEF,manchesterunited,2535.0,4.0,0.0,590.0,11.5,55.0,2.0,60.0
100,264-2017-18,philjones,DEF,manchesterunited,1973.0,0.0,0.0,554.0,5.2,50.0,5.0,50.0
101,265-2017-18,lukeshaw,DEF,manchesterunited,787.0,0.0,0.0,216.0,0.5,50.0,-2.0,55.0
102,266-2017-18,marcosrojo,DEF,manchesterunited,639.0,0.0,0.0,126.0,0.1,55.0,-1.0,55.0
103,271-2017-18,ericbailly,DEF,manchesterunited,1000.0,1.0,0.0,248.0,5.7,60.0,0.0,55.0
104,274-2017-18,juanmata,MID,manchesterunited,1919.0,3.0,5.0,418.0,2.0,70.0,-2.0,75.0
105,277-2017-18,ashleyyoung,DEF,manchesterunited,2444.0,2.0,6.0,479.0,2.4,50.0,-2.0,55.0
106,279-2017-18,jesselingard,MID,manchesterunited,1807.0,8.0,6.0,450.0,10.3,60.0,0.0,60.0
107,280-2017-18,anthonymartial,FWD,manchesterunited,1572.0,9.0,6.0,403.0,2.6,80.0,-2.0,95.0
108,282-2017-18,paulpogba,MID,manchesterunited,2145.0,6.0,13.0,528.0,14.7,80.0,-1.0,85.0
109,284-2017-18,marcusrashford,MID,manchesterunited,1799.0,7.0,5.0,387.0,7.6,75.0,-2.0,70.0
110,285-2017-18,romelulukaku,FWD,manchesterunited,2866.0,16.0,7.0,593.0,21.9,115.0,0.0,90.0
111,476-2017-18,andreaspereira,MID,manchesterunited,0.0,0.0,0.0,0.0,0.0,50.0,-1.0,45.0
112,288-2017-18,deandreyedlin,DEF,newcastleunited,2842.0,0.0,2.0,467.0,1.7,45.0,0.0,45.0
113,305-2017-18,alexmccarthy,GK,southampton,1620.0,0.0,0.0,278.0,0.8,45.0,-1.0,45.0
114,306-2017-18,fraserforster,GK,southampton,1800.0,0.0,0.0,351.0,3.9,50.0,-4.0,50.0
115,307-2017-18,ryanbertrand,DEF,southampton,3135.0,0.0,5.0,553.0,5.2,55.0,-2.0,55.0
116,309-2017-18,matttargett,DEF,southampton,166.0,0.0,0.0,35.0,0.1,45.0,-2.0,45.0
117,310-2017-18,cédricsoares,DEF,southampton,2794.0,0.0,3.0,481.0,4.0,50.0,-3.0,50.0
118,313-2017-18,jackstephens,DEF,southampton,1980.0,2.0,0.0,360.0,0.5,50.0,-5.0,40.0
119,317-2017-18,jamesward-prowse,MID,southampton,1708.0,3.0,5.0,367.0,1.7,55.0,-6.0,55.0
120,321-2017-18,pierre-emilehøjbjerg,MID,southampton,1666.0,0.0,0.0,261.0,0.4,45.0,-2.0,45.0
121,324-2017-18,nathanredmond,MID,southampton,1938.0,1.0,3.0,296.0,1.8,65.0,-6.0,60.0
122,325-2017-18,shanelong,FWD,southampton,1570.0,2.0,2.0,167.0,0.5,60.0,-4.0,65.0
123,326-2017-18,charlieaustin,FWD,southampton,1024.0,7.0,1.0,215.0,1.4,65.0,-7.0,65.0
124,99-2017-18,kurtzouma,DEF,stokecity,2887.0,1.0,0.0,554.0,2.0,55.0,-1.0,55.0
125,328-2017-18,jackbutland,GK,stokecity,3150.0,0.0,0.0,687.0,2.5,50.0,0.0,50.0
126,332-2017-18,erikpieters,DEF,stokecity,2717.0,0.0,1.0,456.0,0.4,50.0,-3.0,45.0
127,342-2017-18,xherdanshaqiri,MID,stokecity,3039.0,8.0,9.0,554.0,8.6,60.0,1.0,65.0
128,350-2017-18,lukaszfabianski,GK,swanseacity,3420.0,0.0,0.0,772.0,10.1,45.0,2.0,50.0
129,354-2017-18,federicofernández,DEF,swanseacity,2676.0,1.0,1.0,500.0,3.3,45.0,0.0,45.0
130,449-2017-18,andréayew,MID,swanseacity,1834.0,3.0,5.0,249.0,1.0,70.0,-2.0,75.0
131,375-2017-18,hugolloris,GK,tottenhamhotspur,3240.0,0.0,0.0,694.0,9.3,55.0,0.0,55.0
132,377-2017-18,tobyalderweireld,DEF,tottenhamhotspur,1177.0,0.0,0.0,247.0,5.0,60.0,-2.0,65.0
133,378-2017-18,dannyrose,DEF,tottenhamhotspur,800.0,0.0,2.0,136.0,0.3,65.0,-1.0,60.0
134,381-2017-18,bendavies,DEF,tottenhamhotspur,2323.0,2.0,7.0,615.0,21.9,55.0,3.0,50.0
135,382-2017-18,kierantrippier,DEF,tottenhamhotspur,1912.0,0.0,7.0,539.0,4.8,55.0,-3.0,50.0
136,384-2017-18,ericdier,DEF,tottenhamhotspur,2822.0,0.0,2.0,477.0,2.4,50.0,-3.0,55.0
137,386-2017-18,eriklamela,MID,tottenhamhotspur,826.0,2.0,4.0,186.0,0.1,65.0,-2.0,70.0
138,387-2017-18,christianeriksen,MID,tottenhamhotspur,3218.0,11.0,10.0,826.0,19.4,95.0,2.0,85.0
139,388-2017-18,bamidelealli,MID,tottenhamhotspur,2957.0,9.0,13.0,565.0,13.8,95.0,-5.0,85.0
140,390-2017-18,heung-minson,MID,tottenhamhotspur,2292.0,12.0,8.0,544.0,14.0,80.0,3.0,75.0
141,391-2017-18,harrywinks,MID,tottenhamhotspur,768.0,0.0,1.0,167.0,0.1,50.0,-2.0,45.0
142,394-2017-18,harrykane,FWD,tottenhamhotspur,3074.0,29.0,2.0,781.0,37.7,125.0,6.0,110.0
143,511-2017-18,cameroncarter-vickers,DEF,tottenhamhotspur,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0
144,92-2017-18,andregray,FWD,watford,1486.0,5.0,3.0,237.0,1.3,65.0,-2.0,65.0
145,399-2017-18,craigcathcart,DEF,watford,495.0,0.0,0.0,90.0,0.0,45.0,-1.0,45.0
146,403-2017-18,christiankabasele,DEF,watford,2329.0,2.0,0.0,407.0,0.5,45.0,-1.0,50.0
147,408-2017-18,tomcleverley,MID,watford,1900.0,1.0,2.0,300.0,0.4,50.0,0.0,55.0
148,414-2017-18,abdoulayedoucouré,MID,watford,3324.0,7.0,4.0,679.0,11.0,50.0,2.0,50.0
149,417-2017-18,troydeeney,FWD,watford,1836.0,5.0,2.0,241.0,0.8,65.0,-2.0,70.0
150,8-2017-18,kierangibbs,DEF,westbromwichalbion,2826.0,0.0,2.0,483.0,0.4,50.0,0.0,50.0
151,421-2017-18,benfoster,GK,westbromwichalbion,3330.0,0.0,0.0,635.0,9.4,45.0,-2.0,45.0
152,423-2017-18,jonnyevans,DEF,westbromwichalbion,2269.0,2.0,2.0,455.0,1.0,50.0,-1.0,45.0
153,424-2017-18,craigdawson,DEF,westbromwichalbion,2510.0,2.0,1.0,453.0,1.5,50.0,-2.0,50.0
154,426-2017-18,jakelivermore,MID,westbromwichalbion,2671.0,2.0,2.0,375.0,0.4,50.0,-2.0,50.0
155,431-2017-18,jonathanleko,MID,westbromwichalbion,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0
156,432-2017-18,mattphillips,MID,westbromwichalbion,2087.0,2.0,3.0,276.0,0.5,60.0,-6.0,55.0
157,433-2017-18,samfield,MID,westbromwichalbion,534.0,1.0,0.0,70.0,0.1,45.0,-1.0,45.0
158,435-2017-18,salomónrondón,FWD,westbromwichalbion,2765.0,7.0,3.0,271.0,1.1,65.0,-5.0,65.0
159,437-2017-18,jayrodriguez,FWD,westbromwichalbion,2807.0,7.0,1.0,335.0,2.5,60.0,-6.0,65.0
160,439-2017-18,darrenrandolph,GK,westhamunited,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0
161,442-2017-18,winstonreid,DEF,westhamunited,1452.0,0.0,0.0,264.0,0.6,50.0,-2.0,50.0
162,443-2017-18,aaroncresswell,DEF,westhamunited,3069.0,1.0,7.0,613.0,3.2,50.0,-1.0,55.0
163,444-2017-18,angeloogbonna,DEF,westhamunited,2880.0,1.0,0.0,520.0,3.4,45.0,-3.0,50.0
164,445-2017-18,sambyram,DEF,westhamunited,246.0,0.0,0.0,41.0,0.1,45.0,-3.0,45.0
165,446-2017-18,arthurmasuaku,DEF,westhamunited,1867.0,0.0,3.0,352.0,1.2,45.0,-3.0,50.0
166,448-2017-18,robertsnodgrass,MID,westhamunited,0.0,0.0,0.0,0.0,0.6,60.0,-2.0,55.0
167,450-2017-18,marknoble,MID,westhamunited,2400.0,4.0,0.0,461.0,0.3,55.0,-2.0,65.0
168,451-2017-18,cheikhoukouyaté,MID,westhamunited,2798.0,2.0,3.0,367.0,0.3,50.0,0.0,55.0
169,453-2017-18,manuellanzini,MID,westhamunited,2039.0,5.0,7.0,470.0,0.8,70.0,-4.0,65.0
170,454-2017-18,michailantonio,FWD,westhamunited,1350.0,3.0,2.0,188.0,0.2,75.0,-1.0,70.0
171,457-2017-18,andycarroll,FWD,westhamunited,742.0,3.0,1.0,106.0,0.3,60.0,-3.0,65.0
172,479-2017-18,joehart,GK,westhamunited,1710.0,0.0,1.0,341.0,5.7,45.0,-3.0,55.0
173,4-2018-19,héctorbellerín,DEF,arsenal,1532.0,0.0,5.0,304.0,4.5,55.0,-2.0,60.0
174,6-2018-19,robholding,DEF,arsenal,806.0,0.0,0.0,148.0,0.4,45.0,-2.0,50.0
175,7-2018-19,shkodranmustafi,DEF,arsenal,2611.0,2.0,0.0,475.0,1.3,55.0,-1.0,55.0
176,8-2018-19,seadkolasinac,DEF,arsenal,1886.0,0.0,7.0,382.0,5.4,50.0,-1.0,60.0
177,13-2018-19,mesutözil,MID,arsenal,1732.0,5.0,3.0,363.0,2.6,85.0,-6.0,95.0
178,14-2018-19,aaronramsey,MID,arsenal,1319.0,4.0,6.0,298.0,0.9,75.0,-4.0,70.0
179,15-2018-19,alexiwobi,MID,arsenal,1961.0,3.0,8.0,382.0,1.5,55.0,-1.0,55.0
180,16-2018-19,mohamedelneny,MID,arsenal,377.0,0.0,0.0,59.0,2.2,45.0,-3.0,45.0
181,17-2018-19,granitxhaka,MID,arsenal,2498.0,4.0,3.0,452.0,2.3,55.0,-3.0,55.0
182,19-2018-19,reissnelson,MID,arsenal,0.0,0.0,0.0,0.0,0.4,45.0,-1.0,50.0
183,21-2018-19,dannywelbeck,FWD,arsenal,146.0,1.0,1.0,63.0,0.4,65.0,-1.0,75.0
184,22-2018-19,alexandrelacazette,FWD,arsenal,2497.0,13.0,12.0,560.0,11.4,95.0,-1.0,105.0
185,27-2018-19,stevecook,DEF,bournemouth,2786.0,1.0,1.0,549.0,4.2,45.0,-2.0,50.0
186,29-2018-19,adamsmith,DEF,bournemouth,2067.0,1.0,1.0,383.0,0.4,45.0,-2.0,50.0
187,30-2018-19,tyronemings,DEF,bournemouth,141.0,0.0,0.0,41.0,0.1,45.0,-3.0,45.0
188,31-2018-19,nathanaké,DEF,bournemouth,3411.0,4.0,1.0,716.0,6.1,50.0,1.0,50.0
189,36-2018-19,juniorstanislas,MID,bournemouth,1021.0,2.0,3.0,205.0,0.1,60.0,0.0,60.0
190,37-2018-19,dangosling,MID,bournemouth,1734.0,2.0,2.0,237.0,0.1,50.0,-3.0,50.0
191,39-2018-19,lewiscook,MID,bournemouth,719.0,0.0,0.0,91.0,0.1,50.0,-4.0,45.0
192,40-2018-19,ryanfraser,MID,bournemouth,3165.0,7.0,14.0,751.0,23.7,55.0,9.0,55.0
193,43-2018-19,callumwilson,FWD,bournemouth,2528.0,14.0,12.0,525.0,20.3,60.0,9.0,60.0
194,44-2018-19,lysmousset,FWD,bournemouth,350.0,1.0,0.0,74.0,0.2,50.0,-1.0,50.0
195,45-2018-19,joshuaking,FWD,bournemouth,2963.0,12.0,3.0,457.0,5.1,65.0,-1.0,75.0
196,241-2018-19,nathanielclyne,DEF,bournemouth,1250.0,0.0,1.0,201.0,0.6,50.0,-6.0,55.0
197,259-2018-19,dominicsolanke,FWD,bournemouth,340.0,0.0,1.0,45.0,0.4,50.0,-3.0,50.0
198,47-2018-19,mathewryan,GK,brighton&hovealbion,3060.0,0.0,0.0,547.0,4.9,45.0,-1.0,45.0
199,48-2018-19,lewisdunk,DEF,brighton&hovealbion,3151.0,2.0,1.0,573.0,3.4,45.0,-1.0,45.0
200,49-2018-19,shaneduffy,DEF,brighton&hovealbion,3087.0,5.0,2.0,582.0,8.1,45.0,2.0,45.0
201,55-2018-19,anthonyknockaert,MID,brighton&hovealbion,1828.0,2.0,6.0,293.0,0.5,55.0,-3.0,60.0
202,56-2018-19,dalestephens,MID,brighton&hovealbion,2484.0,1.0,1.0,404.0,3.0,45.0,-2.0,45.0
203,58-2018-19,solomonmarch,MID,brighton&hovealbion,2459.0,1.0,6.0,342.0,0.7,50.0,-3.0,50.0
204,59-2018-19,pascalgroß,MID,brighton&hovealbion,1864.0,3.0,3.0,347.0,1.5,70.0,-3.0,55.0
205,60-2018-19,davypröpper,MID,brighton&hovealbion,2546.0,1.0,1.0,351.0,0.2,50.0,-2.0,55.0
206,62-2018-19,glennmurray,FWD,brighton&hovealbion,2501.0,13.0,1.0,337.0,2.8,65.0,-4.0,60.0
207,67-2018-19,tomheaton,GK,burnley,1710.0,0.0,0.0,323.0,0.5,50.0,-2.0,50.0
208,68-2018-19,nickpope,GK,burnley,0.0,0.0,0.0,0.0,0.2,50.0,-2.0,45.0
209,69-2018-19,matthewlowton,DEF,burnley,1748.0,0.0,0.0,269.0,0.2,50.0,-4.0,45.0
210,70-2018-19,benmee,DEF,burnley,3420.0,0.0,2.0,572.0,1.6,50.0,-4.0,45.0
211,72-2018-19,jamestarkowski,DEF,burnley,3086.0,3.0,2.0,524.0,4.2,50.0,-3.0,45.0
212,73-2018-19,kevinlong,DEF,burnley,513.0,0.0,1.0,101.0,0.3,45.0,-4.0,40.0
213,74-2018-19,charlietaylor,DEF,burnley,3240.0,0.0,1.0,505.0,0.5,45.0,-1.0,45.0
214,75-2018-19,philbardsley,DEF,burnley,1670.0,0.0,0.0,224.0,0.1,45.0,-3.0,45.0
215,78-2018-19,jeffhendrick,MID,burnley,2058.0,2.0,2.0,243.0,0.2,55.0,-3.0,55.0
216,79-2018-19,robbiebrady,MID,burnley,714.0,0.0,1.0,77.0,0.0,55.0,-1.0,55.0
217,80-2018-19,ashleywestwood,MID,burnley,2821.0,2.0,8.0,518.0,3.1,45.0,1.0,45.0
218,82-2018-19,jackcork,MID,burnley,3312.0,1.0,2.0,446.0,0.5,50.0,-4.0,45.0
219,83-2018-19,aaronlennon,MID,burnley,1214.0,1.0,1.0,133.0,0.3,50.0,-1.0,55.0
220,85-2018-19,ashleybarnes,FWD,burnley,2378.0,12.0,3.0,394.0,2.1,60.0,-4.0,55.0
221,490-2018-19,joehart,GK,burnley,1710.0,0.0,0.0,378.0,4.4,45.0,-3.0,45.0
222,33-2018-19,harryarter,MID,cardiffcity,1999.0,0.0,1.0,225.0,0.2,50.0,-1.0,50.0
223,112-2018-19,willycaballero,GK,chelsea,180.0,0.0,0.0,45.0,0.1,50.0,-3.0,50.0
224,113-2018-19,césarazpilicueta,DEF,chelsea,3402.0,1.0,6.0,822.0,9.6,65.0,-1.0,65.0
225,114-2018-19,garycahill,DEF,chelsea,22.0,0.0,0.0,6.0,0.5,55.0,-5.0,65.0
226,115-2018-19,marcosalonso,DEF,chelsea,2759.0,2.0,8.0,702.0,22.1,65.0,-3.0,70.0
227,118-2018-19,antoniorüdiger,DEF,chelsea,2871.0,1.0,2.0,609.0,2.9,60.0,-1.0,60.0
228,119-2018-19,andreaschristensen,DEF,chelsea,615.0,0.0,0.0,133.0,0.4,55.0,-5.0,55.0
229,126-2018-19,n'golokanté,MID,chelsea,3092.0,4.0,4.0,563.0,15.8,50.0,-1.0,50.0
230,127-2018-19,rossbarkley,MID,chelsea,1231.0,3.0,5.0,300.0,1.3,60.0,-10.0,75.0
231,132-2018-19,rubenloftus-cheek,MID,chelsea,980.0,6.0,2.0,292.0,0.8,55.0,-3.0,45.0
232,133-2018-19,oliviergiroud,FWD,chelsea,828.0,2.0,4.0,169.0,1.9,80.0,-3.0,85.0
233,496-2018-19,tammyabraham,FWD,chelsea,0.0,0.0,0.0,0.0,0.1,55.0,-1.0,55.0
234,135-2018-19,waynehennessey,GK,crystalpalace,1575.0,0.0,0.0,311.0,2.4,45.0,-1.0,45.0
235,138-2018-19,jamestomkins,DEF,crystalpalace,2561.0,1.0,1.0,504.0,2.3,45.0,-2.0,45.0
